job-ID  prior   name       user         state submit/start at     queue                          slots ja-task-ID 
-----------------------------------------------------------------------------------------------------------------
 751242 2.04054 RunMolproJ zcaposm      dr    02/18/2025 09:06:26 Bran@node-d00a-214.myriad.ucl.     1        
 756759 2.04054 RunMolproJ zcaposm      r     02/20/2025 11:07:11 Bran@node-d00a-104.myriad.ucl.     1        
 756761 2.04054 RunMolproJ zcaposm      r     02/20/2025 11:07:11 Bran@node-d00a-041                 1        
 756762 2.04054 RunMolproJ zcaposm      r     02/20/2025 11:07:11 Bran@node-d00a-115.myriad.ucl.     1        
 756783 2.04054 RunMolproJ zcaposm      r     02/20/2025 11:07:11 Bran@node-d00a-007                 1        
 756784 2.04054 RunMolproJ zcaposm      r     02/20/2025 11:07:11 Bran@node-d00a-025                 1        
 756785 2.02895 RunMolproJ zcaposm      qw    02/16/2025 04:17:18                                    1        
 756786 2.02821 RunMolproJ zcaposm      qw    02/16/2025 04:17:19                                    1        
 756788 2.02750 RunMolproJ zcaposm      qw    02/16/2025 04:27:22                                    1        
 756789 2.02683 RunMolproJ zcaposm      qw    02/16/2025 04:27:23                                    1        
 756791 2.02619 RunMolproJ zcaposm      qw    02/16/2025 04:37:27                                    1        
 756792 2.02558 RunMolproJ zcaposm      qw    02/16/2025 04:37:28                                    1        
 756793 2.02500 RunMolproJ zcaposm      qw    02/16/2025 04:37:29                                    1        
 756795 2.02444 RunMolproJ zcaposm      qw    02/16/2025 04:47:32                                    1        
 756796 2.02391 RunMolproJ zcaposm      qw    02/16/2025 04:47:34                                    1        
 756798 2.02340 RunMolproJ zcaposm      qw    02/16/2025 04:57:37                                    1        
 756800 2.02292 RunMolproJ zcaposm      qw    02/16/2025 05:07:41                                    1        
 756801 2.02245 RunMolproJ zcaposm      qw    02/16/2025 05:07:42                                    1        
 756803 2.02200 RunMolproJ zcaposm      qw    02/16/2025 05:17:48                                    1        
 756804 2.02157 RunMolproJ zcaposm      qw    02/16/2025 05:17:50                                    1        
 756805 2.02115 RunMolproJ zcaposm      qw    02/16/2025 05:17:51                                    1        
 756806 2.02075 RunMolproJ zcaposm      qw    02/16/2025 05:17:53                                    1        
 756809 2.02037 RunMolproJ zcaposm      qw    02/16/2025 05:37:59                                    1        
 756811 2.02000 RunMolproJ zcaposm      qw    02/16/2025 05:48:03                                    1        
 756812 2.01964 RunMolproJ zcaposm      qw    02/16/2025 05:48:04                                    1        
 756813 2.01930 RunMolproJ zcaposm      qw    02/16/2025 05:48:05                                    1        
 756814 2.01897 RunMolproJ zcaposm      qw    02/16/2025 05:48:06                                    1        
 756816 2.01864 RunMolproJ zcaposm      qw    02/16/2025 05:58:12                                    1        
 756817 2.01833 RunMolproJ zcaposm      qw    02/16/2025 05:58:13                                    1        
 756818 2.01803 RunMolproJ zcaposm      qw    02/16/2025 05:58:14                                    1        
 756820 2.01774 RunMolproJ zcaposm      qw    02/16/2025 06:08:18                                    1        
 756821 2.01746 RunMolproJ zcaposm      qw    02/16/2025 06:08:19                                    1        
 756822 2.01719 RunMolproJ zcaposm      qw    02/16/2025 06:08:20                                    1        
 756823 2.01692 RunMolproJ zcaposm      qw    02/16/2025 06:08:21                                    1        
 756824 2.01667 RunMolproJ zcaposm      qw    02/16/2025 06:08:22                                    1        
 756825 2.01642 RunMolproJ zcaposm      qw    02/16/2025 06:08:23                                    1        
 756827 2.01618 RunMolproJ zcaposm      qw    02/16/2025 06:18:26                                    1        
 756829 2.01594 RunMolproJ zcaposm      qw    02/16/2025 06:28:30                                    1        
 756830 2.01571 RunMolproJ zcaposm      qw    02/16/2025 06:28:31                                    1        
 756831 2.01549 RunMolproJ zcaposm      qw    02/16/2025 06:28:37                                    1        
 756833 2.01528 RunMolproJ zcaposm      qw    02/16/2025 06:38:40                                    1        
 756834 2.01507 RunMolproJ zcaposm      qw    02/16/2025 06:38:41                                    1        
 756835 2.01486 RunMolproJ zcaposm      qw    02/16/2025 06:38:42                                    1        
 756836 2.01467 RunMolproJ zcaposm      qw    02/16/2025 06:38:43                                    1        
 756838 2.01447 RunMolproJ zcaposm      qw    02/16/2025 06:48:50                                    1        
 756839 2.01429 RunMolproJ zcaposm      qw    02/16/2025 06:48:54                                    1        
 756840 2.01410 RunMolproJ zcaposm      qw    02/16/2025 06:48:58                                    1        
 756842 2.01392 RunMolproJ zcaposm      qw    02/16/2025 06:59:03                                    1        
 756843 2.01375 RunMolproJ zcaposm      qw    02/16/2025 06:59:04                                    1        
 756844 2.01358 RunMolproJ zcaposm      qw    02/16/2025 06:59:05                                    1        
 756847 2.01341 RunMolproJ zcaposm      qw    02/16/2025 07:19:16                                    1        
 756850 2.01325 RunMolproJ zcaposm      qw    02/16/2025 07:29:20                                    1        
 756851 2.01310 RunMolproJ zcaposm      qw    02/16/2025 07:29:21                                    1        
 756852 2.01294 RunMolproJ zcaposm      qw    02/16/2025 07:29:22                                    1        
 756853 2.01279 RunMolproJ zcaposm      qw    02/16/2025 07:29:22                                    1        
 756855 2.01264 RunMolproJ zcaposm      qw    02/16/2025 07:39:26                                    1        
 756856 2.01250 RunMolproJ zcaposm      qw    02/16/2025 07:39:27                                    1        
 756859 2.01236 RunMolproJ zcaposm      qw    02/16/2025 07:49:30                                    1        
 756863 2.01222 RunMolproJ zcaposm      qw    02/16/2025 07:59:33                                    1        
 756866 2.01209 RunMolproJ zcaposm      qw    02/16/2025 08:09:37                                    1        
 756867 2.01196 RunMolproJ zcaposm      qw    02/16/2025 08:09:38                                    1        
 756868 2.01183 RunMolproJ zcaposm      qw    02/16/2025 08:09:39                                    1        
 756869 2.01170 RunMolproJ zcaposm      qw    02/16/2025 08:09:40                                    1        
 756871 2.01158 RunMolproJ zcaposm      qw    02/16/2025 08:19:43                                    1        
 756873 2.01146 RunMolproJ zcaposm      qw    02/16/2025 08:29:47                                    1        
 756874 2.01134 RunMolproJ zcaposm      qw    02/16/2025 08:29:48                                    1        
 756875 2.01122 RunMolproJ zcaposm      qw    02/16/2025 08:29:49                                    1        
 756876 2.01111 RunMolproJ zcaposm      qw    02/16/2025 08:29:50                                    1        
 756877 2.01100 RunMolproJ zcaposm      qw    02/16/2025 08:29:50                                    1        
 756878 2.01089 RunMolproJ zcaposm      qw    02/16/2025 08:29:51                                    1        
 756880 2.01078 RunMolproJ zcaposm      qw    02/16/2025 08:39:55                                    1        
 756881 2.01068 RunMolproJ zcaposm      qw    02/16/2025 08:39:56                                    1        
 756883 2.01058 RunMolproJ zcaposm      qw    02/16/2025 08:50:00                                    1        
 756884 2.01048 RunMolproJ zcaposm      qw    02/16/2025 08:50:01                                    1        
 756885 2.01038 RunMolproJ zcaposm      qw    02/16/2025 08:50:02                                    1        
 756886 2.01028 RunMolproJ zcaposm      qw    02/16/2025 08:50:03                                    1        
 756887 2.01019 RunMolproJ zcaposm      qw    02/16/2025 08:50:04                                    1        
 756888 2.01009 RunMolproJ zcaposm      qw    02/16/2025 08:50:05                                    1        
 757053 2.01000 RunMolproJ zcaposm      qw    02/16/2025 09:00:08                                    1        
 757054 2.00991 RunMolproJ zcaposm      qw    02/16/2025 09:00:09                                    1        
 757055 2.00982 RunMolproJ zcaposm      qw    02/16/2025 09:00:10                                    1        
 568230 2.00978 RunMolproJ zcaposm      Eqw   02/04/2025 04:06:52                                    1        
 757056 2.00973 RunMolproJ zcaposm      qw    02/16/2025 09:00:11                                    1        
 757125 2.00965 RunMolproJ zcaposm      qw    02/16/2025 09:10:15                                    1        
 757126 2.00957 RunMolproJ zcaposm      qw    02/16/2025 09:10:16                                    1        
 757127 2.00948 RunMolproJ zcaposm      qw    02/16/2025 09:10:17                                    1        
 757128 2.00940 RunMolproJ zcaposm      qw    02/16/2025 09:10:18                                    1        
 757129 2.00932 RunMolproJ zcaposm      qw    02/16/2025 09:10:19                                    1        
 757130 2.00924 RunMolproJ zcaposm      qw    02/16/2025 09:10:20                                    1        
 757459 2.00917 RunMolproJ zcaposm      qw    02/16/2025 09:20:23                                    1        
 757461 2.00909 RunMolproJ zcaposm      qw    02/16/2025 09:20:24                                    1        
 757462 2.00902 RunMolproJ zcaposm      qw    02/16/2025 09:20:25                                    1        
 757463 2.00894 RunMolproJ zcaposm      qw    02/16/2025 09:20:26                                    1        
 757464 2.00887 RunMolproJ zcaposm      qw    02/16/2025 09:20:27                                    1        
 757465 2.00880 RunMolproJ zcaposm      qw    02/16/2025 09:20:28                                    1        
 757835 2.00873 RunMolproJ zcaposm      qw    02/16/2025 09:40:34                                    1        
 757987 2.00866 RunMolproJ zcaposm      qw    02/16/2025 09:50:38                                    1        
 758117 2.00859 RunMolproJ zcaposm      qw    02/16/2025 10:00:41                                    1        
 758118 2.00853 RunMolproJ zcaposm      qw    02/16/2025 10:00:42                                    1        
 758119 2.00846 RunMolproJ zcaposm      qw    02/16/2025 10:00:43                                    1        
 758120 2.00840 RunMolproJ zcaposm      qw    02/16/2025 10:00:44                                    1        
 758197 2.00833 RunMolproJ zcaposm      qw    02/16/2025 10:10:48                                    1        
 758198 2.00827 RunMolproJ zcaposm      qw    02/16/2025 10:10:49                                    1        
 758351 2.00821 RunMolproJ zcaposm      qw    02/16/2025 10:20:53                                    1        
 758552 2.00815 RunMolproJ zcaposm      qw    02/16/2025 10:30:57                                    1        
 759078 2.00809 RunMolproJ zcaposm      qw    02/16/2025 10:41:01                                    1        
 759079 2.00803 RunMolproJ zcaposm      qw    02/16/2025 10:41:02                                    1        
 759298 2.00797 RunMolproJ zcaposm      qw    02/16/2025 10:51:06                                    1        
 759489 2.00791 RunMolproJ zcaposm      qw    02/16/2025 11:01:09                                    1        
 759521 2.00786 RunMolproJ zcaposm      qw    02/16/2025 11:11:13                                    1        
 759522 2.00780 RunMolproJ zcaposm      qw    02/16/2025 11:11:14                                    1        
 759523 2.00775 RunMolproJ zcaposm      qw    02/16/2025 11:11:15                                    1        
 759526 2.00769 RunMolproJ zcaposm      qw    02/16/2025 11:21:18                                    1        
 759527 2.00764 RunMolproJ zcaposm      qw    02/16/2025 11:21:19                                    1        
 759528 2.00759 RunMolproJ zcaposm      qw    02/16/2025 11:21:20                                    1        
 759529 2.00753 RunMolproJ zcaposm      qw    02/16/2025 11:21:21                                    1        
 759532 2.00748 RunMolproJ zcaposm      qw    02/16/2025 11:31:25                                    1        
 759533 2.00743 RunMolproJ zcaposm      qw    02/16/2025 11:31:25                                    1        
 759534 2.00738 RunMolproJ zcaposm      qw    02/16/2025 11:31:26                                    1        
 759535 2.00733 RunMolproJ zcaposm      qw    02/16/2025 11:31:27                                    1        
 759547 2.00728 RunMolproJ zcaposm      qw    02/16/2025 11:41:31                                    1        
 759548 2.00724 RunMolproJ zcaposm      qw    02/16/2025 11:41:32                                    1        
 759751 2.00719 RunMolproJ zcaposm      qw    02/16/2025 11:51:35                                    1        
 759752 2.00714 RunMolproJ zcaposm      qw    02/16/2025 11:51:36                                    1        
 759753 2.00710 RunMolproJ zcaposm      qw    02/16/2025 11:51:37                                    1        
 759754 2.00705 RunMolproJ zcaposm      qw    02/16/2025 11:51:38                                    1        
 759755 2.00701 RunMolproJ zcaposm      qw    02/16/2025 11:51:39                                    1        
 759756 2.00696 RunMolproJ zcaposm      qw    02/16/2025 11:51:40                                    1        
 759757 2.00692 RunMolproJ zcaposm      qw    02/16/2025 11:51:41                                    1        
 760209 2.00687 RunMolproJ zcaposm      qw    02/16/2025 12:01:45                                    1        
 760450 2.00683 RunMolproJ zcaposm      qw    02/16/2025 12:11:49                                    1        
 760452 2.00679 RunMolproJ zcaposm      qw    02/16/2025 12:21:53                                    1        
 760455 2.00675 RunMolproJ zcaposm      qw    02/16/2025 12:31:56                                    1        
 760456 2.00671 RunMolproJ zcaposm      qw    02/16/2025 12:31:57                                    1        
 760457 2.00667 RunMolproJ zcaposm      qw    02/16/2025 12:31:58                                    1        
 760460 2.00663 RunMolproJ zcaposm      qw    02/16/2025 12:42:02                                    1        
 760461 2.00659 RunMolproJ zcaposm      qw    02/16/2025 12:42:02                                    1        
 760466 2.00655 RunMolproJ zcaposm      qw    02/16/2025 12:52:06                                    1        
 760467 2.00651 RunMolproJ zcaposm      qw    02/16/2025 12:52:07                                    1        
 760468 2.00647 RunMolproJ zcaposm      qw    02/16/2025 12:52:08                                    1        
 760471 2.00643 RunMolproJ zcaposm      qw    02/16/2025 13:02:12                                    1        
 760472 2.00640 RunMolproJ zcaposm      qw    02/16/2025 13:02:13                                    1        
 760473 2.00636 RunMolproJ zcaposm      qw    02/16/2025 13:02:13                                    1        
 760475 2.00632 RunMolproJ zcaposm      qw    02/16/2025 13:12:17                                    1        
 760476 2.00629 RunMolproJ zcaposm      qw    02/16/2025 13:12:18                                    1        
 760479 2.00625 RunMolproJ zcaposm      qw    02/16/2025 13:22:22                                    1        
 760481 2.00621 RunMolproJ zcaposm      qw    02/16/2025 13:32:25                                    1        
 760482 2.00618 RunMolproJ zcaposm      qw    02/16/2025 13:32:26                                    1        
 760483 2.00615 RunMolproJ zcaposm      qw    02/16/2025 13:32:27                                    1        
 760486 2.00611 RunMolproJ zcaposm      qw    02/16/2025 13:42:31                                    1        
 760490 2.00608 RunMolproJ zcaposm      qw    02/16/2025 13:52:34                                    1        
 760491 2.00604 RunMolproJ zcaposm      qw    02/16/2025 13:52:35                                    1        
 760492 2.00601 RunMolproJ zcaposm      qw    02/16/2025 13:52:36                                    1        
 760496 2.00598 RunMolproJ zcaposm      qw    02/16/2025 14:02:40                                    1        
 760497 2.00595 RunMolproJ zcaposm      qw    02/16/2025 14:02:41                                    1        
 760499 2.00591 RunMolproJ zcaposm      qw    02/16/2025 14:12:45                                    1        
 760500 2.00588 RunMolproJ zcaposm      qw    02/16/2025 14:12:45                                    1        
 760503 2.00585 RunMolproJ zcaposm      qw    02/16/2025 14:22:49                                    1        
 760504 2.00582 RunMolproJ zcaposm      qw    02/16/2025 14:22:50                                    1        
 760510 2.00579 RunMolproJ zcaposm      qw    02/16/2025 14:32:54                                    1        
 760511 2.00576 RunMolproJ zcaposm      qw    02/16/2025 14:32:54                                    1        
 760512 2.00573 RunMolproJ zcaposm      qw    02/16/2025 14:32:55                                    1        
 760515 2.00570 RunMolproJ zcaposm      qw    02/16/2025 14:42:59                                    1        
 760516 2.00567 RunMolproJ zcaposm      qw    02/16/2025 14:43:00                                    1        
 760517 2.00564 RunMolproJ zcaposm      qw    02/16/2025 14:43:01                                    1        
 760575 2.00561 RunMolproJ zcaposm      qw    02/16/2025 15:03:07                                    1        
 760576 2.00558 RunMolproJ zcaposm      qw    02/16/2025 15:03:08                                    1        
 760578 2.00556 RunMolproJ zcaposm      qw    02/16/2025 15:13:12                                    1        
 760581 2.00553 RunMolproJ zcaposm      qw    02/16/2025 15:23:15                                    1        
 760582 2.00550 RunMolproJ zcaposm      qw    02/16/2025 15:23:16                                    1        
 760583 2.00547 RunMolproJ zcaposm      qw    02/16/2025 15:23:17                                    1        
 760584 2.00545 RunMolproJ zcaposm      qw    02/16/2025 15:23:18                                    1        
 760585 2.00542 RunMolproJ zcaposm      qw    02/16/2025 15:23:19                                    1        
 760586 2.00539 RunMolproJ zcaposm      qw    02/16/2025 15:23:19                                    1        
 760587 2.00537 RunMolproJ zcaposm      qw    02/16/2025 15:23:20                                    1        
 760588 2.00534 RunMolproJ zcaposm      qw    02/16/2025 15:23:21                                    1        
 760589 2.00531 RunMolproJ zcaposm      qw    02/16/2025 15:23:22                                    1        
 760590 2.00529 RunMolproJ zcaposm      qw    02/16/2025 15:23:23                                    1        
 760593 2.00526 RunMolproJ zcaposm      qw    02/16/2025 15:33:27                                    1        
 760701 2.00524 RunMolproJ zcaposm      qw    02/16/2025 15:43:30                                    1        
 760702 2.00521 RunMolproJ zcaposm      qw    02/16/2025 15:43:33                                    1        
 760747 2.00519 RunMolproJ zcaposm      qw    02/16/2025 15:53:36                                    1        
 760748 2.00516 RunMolproJ zcaposm      qw    02/16/2025 15:53:37                                    1        
 760987 2.00514 RunMolproJ zcaposm      qw    02/16/2025 16:03:40                                    1        
 761185 2.00512 RunMolproJ zcaposm      qw    02/16/2025 16:13:43                                    1        
 761188 2.00509 RunMolproJ zcaposm      qw    02/16/2025 16:13:45                                    1        
 761199 2.00507 RunMolproJ zcaposm      qw    02/16/2025 16:13:46                                    1        
 762242 2.00505 RunMolproJ zcaposm      qw    02/16/2025 16:23:50                                    1        
 762243 2.00502 RunMolproJ zcaposm      qw    02/16/2025 16:23:51                                    1        
 762244 2.00500 RunMolproJ zcaposm      qw    02/16/2025 16:23:52                                    1        
 762355 2.00498 RunMolproJ zcaposm      qw    02/16/2025 16:33:56                                    1        
 762357 2.00495 RunMolproJ zcaposm      qw    02/16/2025 16:33:57                                    1        
 762514 2.00493 RunMolproJ zcaposm      qw    02/16/2025 16:44:01                                    1        
 762515 2.00491 RunMolproJ zcaposm      qw    02/16/2025 16:44:02                                    1        
 762558 2.00489 RunMolproJ zcaposm      qw    02/16/2025 16:54:06                                    1        
 762559 2.00487 RunMolproJ zcaposm      qw    02/16/2025 16:54:06                                    1        
 762565 2.00485 RunMolproJ zcaposm      qw    02/16/2025 17:04:10                                    1        
 762566 2.00482 RunMolproJ zcaposm      qw    02/16/2025 17:04:11                                    1        
 762567 2.00480 RunMolproJ zcaposm      qw    02/16/2025 17:04:12                                    1        
 762795 2.00478 RunMolproJ zcaposm      qw    02/16/2025 17:14:16                                    1        
 762798 2.00476 RunMolproJ zcaposm      qw    02/16/2025 17:14:17                                    1        
 762803 2.00474 RunMolproJ zcaposm      qw    02/16/2025 17:14:18                                    1        
 763170 2.00472 RunMolproJ zcaposm      qw    02/16/2025 17:24:21                                    1        
 763171 2.00470 RunMolproJ zcaposm      qw    02/16/2025 17:24:22                                    1        
 763466 2.00468 RunMolproJ zcaposm      qw    02/16/2025 17:34:26                                    1        
 763467 2.00466 RunMolproJ zcaposm      qw    02/16/2025 17:34:26                                    1        
 763468 2.00464 RunMolproJ zcaposm      qw    02/16/2025 17:34:27                                    1        
 763474 2.00462 RunMolproJ zcaposm      qw    02/16/2025 17:44:31                                    1        
 763476 2.00460 RunMolproJ zcaposm      qw    02/16/2025 17:54:35                                    1        
 763477 2.00458 RunMolproJ zcaposm      qw    02/16/2025 17:54:36                                    1        
 763489 2.00456 RunMolproJ zcaposm      qw    02/16/2025 18:04:40                                    1        
 763888 2.00455 RunMolproJ zcaposm      qw    02/16/2025 18:14:43                                    1        
 763889 2.00453 RunMolproJ zcaposm      qw    02/16/2025 18:14:44                                    1        
 763890 2.00451 RunMolproJ zcaposm      qw    02/16/2025 18:14:45                                    1        
 764137 2.00449 RunMolproJ zcaposm      qw    02/16/2025 18:24:49                                    1        
 764484 2.00447 RunMolproJ zcaposm      qw    02/16/2025 18:34:57                                    1        
 764485 2.00445 RunMolproJ zcaposm      qw    02/16/2025 18:34:58                                    1        
 764486 2.00444 RunMolproJ zcaposm      qw    02/16/2025 18:34:59                                    1        
 764487 2.00442 RunMolproJ zcaposm      qw    02/16/2025 18:35:03                                    1        
 764498 2.00440 RunMolproJ zcaposm      qw    02/16/2025 18:35:04                                    1        
 764869 2.00438 RunMolproJ zcaposm      qw    02/16/2025 18:55:10                                    1        
 764872 2.00437 RunMolproJ zcaposm      qw    02/16/2025 19:05:13                                    1        
 764873 2.00435 RunMolproJ zcaposm      qw    02/16/2025 19:05:15                                    1        
 764874 2.00433 RunMolproJ zcaposm      qw    02/16/2025 19:05:16                                    1        
 764875 2.00431 RunMolproJ zcaposm      qw    02/16/2025 19:05:17                                    1        
 764877 2.00430 RunMolproJ zcaposm      qw    02/16/2025 19:15:21                                    1        
 764878 2.00428 RunMolproJ zcaposm      qw    02/16/2025 19:15:22                                    1        
 764879 2.00426 RunMolproJ zcaposm      qw    02/16/2025 19:15:23                                    1        
 764893 2.00425 RunMolproJ zcaposm      qw    02/16/2025 19:25:26                                    1        
 764894 2.00423 RunMolproJ zcaposm      qw    02/16/2025 19:25:27                                    1        
 764897 2.00421 RunMolproJ zcaposm      qw    02/16/2025 19:35:31                                    1        
 764898 2.00420 RunMolproJ zcaposm      qw    02/16/2025 19:35:32                                    1        
 764939 2.00418 RunMolproJ zcaposm      qw    02/16/2025 19:45:35                                    1        
 764940 2.00417 RunMolproJ zcaposm      qw    02/16/2025 19:45:36                                    1        
 764960 2.00415 RunMolproJ zcaposm      qw    02/16/2025 19:55:40                                    1        
 764961 2.00414 RunMolproJ zcaposm      qw    02/16/2025 19:55:42                                    1        
 764964 2.00412 RunMolproJ zcaposm      qw    02/16/2025 20:05:46                                    1        
 764965 2.00410 RunMolproJ zcaposm      qw    02/16/2025 20:05:47                                    1        
 764966 2.00409 RunMolproJ zcaposm      qw    02/16/2025 20:05:48                                    1        
 764969 2.00407 RunMolproJ zcaposm      qw    02/16/2025 20:15:52                                    1        
 764970 2.00406 RunMolproJ zcaposm      qw    02/16/2025 20:15:53                                    1        
 764974 2.00404 RunMolproJ zcaposm      qw    02/16/2025 20:25:57                                    1        
 764975 2.00403 RunMolproJ zcaposm      qw    02/16/2025 20:25:57                                    1        
 764978 2.00401 RunMolproJ zcaposm      qw    02/16/2025 20:36:01                                    1        
 764979 2.00400 RunMolproJ zcaposm      qw    02/16/2025 20:36:02                                    1        
 764987 2.00399 RunMolproJ zcaposm      qw    02/16/2025 21:06:12                                    1        
 764988 2.00397 RunMolproJ zcaposm      qw    02/16/2025 21:06:13                                    1        
 764989 2.00396 RunMolproJ zcaposm      qw    02/16/2025 21:06:14                                    1        
 764993 2.00394 RunMolproJ zcaposm      qw    02/16/2025 21:36:23                                    1        
 764994 2.00393 RunMolproJ zcaposm      qw    02/16/2025 21:36:24                                    1        
 764995 2.00391 RunMolproJ zcaposm      qw    02/16/2025 21:36:25                                    1        
 764996 2.00390 RunMolproJ zcaposm      qw    02/16/2025 21:36:25                                    1        
 764997 2.00389 RunMolproJ zcaposm      qw    02/16/2025 21:36:26                                    1        
 765020 2.00387 RunMolproJ zcaposm      qw    02/16/2025 21:46:31                                    1        
 765021 2.00386 RunMolproJ zcaposm      qw    02/16/2025 21:46:33                                    1        
 765022 2.00385 RunMolproJ zcaposm      qw    02/16/2025 21:46:34                                    1        
 765023 2.00383 RunMolproJ zcaposm      qw    02/16/2025 21:46:34                                    1        
 765025 2.00382 RunMolproJ zcaposm      qw    02/16/2025 21:56:38                                    1        
 765026 2.00381 RunMolproJ zcaposm      qw    02/16/2025 21:56:39                                    1        
 765029 2.00379 RunMolproJ zcaposm      qw    02/16/2025 22:06:42                                    1        
 765030 2.00378 RunMolproJ zcaposm      qw    02/16/2025 22:06:43                                    1        
 765031 2.00377 RunMolproJ zcaposm      qw    02/16/2025 22:06:44                                    1        
 765154 2.00375 RunMolproJ zcaposm      qw    02/16/2025 22:26:51                                    1        
 765155 2.00374 RunMolproJ zcaposm      qw    02/16/2025 22:26:52                                    1        
 765156 2.00373 RunMolproJ zcaposm      qw    02/16/2025 22:26:53                                    1        
 765157 2.00372 RunMolproJ zcaposm      qw    02/16/2025 22:26:54                                    1        
 765160 2.00370 RunMolproJ zcaposm      qw    02/16/2025 22:36:57                                    1        
 765161 2.00369 RunMolproJ zcaposm      qw    02/16/2025 22:36:58                                    1        
 765162 2.00368 RunMolproJ zcaposm      qw    02/16/2025 22:36:59                                    1        
 765163 2.00367 RunMolproJ zcaposm      qw    02/16/2025 22:37:00                                    1        
 765164 2.00365 RunMolproJ zcaposm      qw    02/16/2025 22:37:01                                    1        
 765165 2.00364 RunMolproJ zcaposm      qw    02/16/2025 22:37:02                                    1        
 765167 2.00363 RunMolproJ zcaposm      qw    02/16/2025 22:47:05                                    1        
 765168 2.00362 RunMolproJ zcaposm      qw    02/16/2025 22:47:06                                    1        
 765169 2.00361 RunMolproJ zcaposm      qw    02/16/2025 22:47:07                                    1        
 765172 2.00359 RunMolproJ zcaposm      qw    02/16/2025 22:57:11                                    1        
 765177 2.00358 RunMolproJ zcaposm      qw    02/16/2025 23:07:14                                    1        
 765178 2.00357 RunMolproJ zcaposm      qw    02/16/2025 23:07:15                                    1        
 765180 2.00356 RunMolproJ zcaposm      qw    02/16/2025 23:17:19                                    1        
